## header:
##   title: Th232(p,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 91
##   A: 233
##   nuclide: Pa233 
## parameters: 
##   level density
a                91 233  14.75839
aadjust          91 233   1.00000
gammald          91 233   0.07697
pair             91 233   0.78615
bdamp            85 219   0.01000  2
bdampadjust      85 219   1.00000  2
class2width      85 219   0.20000  2
Rtransmom        85 219   1.00000  2
Rclass2mom       85 219   1.00000  2
bdamp            85 219   0.01000  3
bdampadjust      85 219   1.00000  3
Rtransmom        85 219   1.00000  3
Rclass2mom       85 219   1.00000  3
## residual:
##   Z: 85
##   A: 218
##   nuclide: At218 
## parameters: 
##   level density
a                85 218  13.48642
aadjust          85 218   1.00000
gammald          85 218   0.07870
pair             85 218   0.00000
Pshift           85 218   0.00000   0
Pshiftadjust     85 218   0.00000   0
deltaW           85 218   0.76389   0
T                85 218   0.39833   0
E0               85 218  -1.20971   0
Exmatch          85 218   2.46989   0
Tadjust          85 218   1.00000   0
E0adjust         85 218   1.00000   0
Exmatchadjust    85 218   1.00000   0
Ntop             85 218  30   0
Nlow             85 218   2   0
s2adjust         85 218   1.00000   0
ctable           85 218   0.00000   0
ptable           85 218   0.00000   0
ctableadjust     85 218   0.00000   0
ptableadjust     85 218   0.00000   0
Ufermi           85 218  30.00000   0
cfermi           85 218   5.00000   0
Krotconstant     85 218   1.00000   0
Pshift           85 218   0.00000   1
Pshiftadjust     85 218   0.00000   1
deltaW           85 218   1.50000   1
T                85 218   0.39833   1
E0               85 218  -1.41805   1
Exmatch          85 218   2.66790   1
Tadjust          85 218   1.00000   1
E0adjust         85 218   1.00000   1
Exmatchadjust    85 218   1.00000   1
Ntop             85 218   1   1
Nlow             85 218   0   1
s2adjust         85 218   1.00000   1
ctable           85 218   0.00000   1
ptable           85 218   0.00000   1
ctableadjust     85 218   0.00000   1
ptableadjust     85 218   0.00000   1
Ufermi           85 218  45.00000   1
cfermi           85 218   5.00000   1
Krotconstant     85 218   1.00000   1
Pshift           85 218   0.00000   2
Pshiftadjust     85 218   0.00000   2
deltaW           85 218   0.60000   2
T                85 218   0.39833   2
E0               85 218  -1.25858   2
Exmatch          85 218   2.42597   2
Tadjust          85 218   1.00000   2
E0adjust         85 218   1.00000   2
Exmatchadjust    85 218   1.00000   2
Ntop             85 218   1   2
Nlow             85 218   0   2
s2adjust         85 218   1.00000   2
ctable           85 218   0.00000   2
ptable           85 218   0.00000   2
ctableadjust     85 218   0.00000   2
ptableadjust     85 218   0.00000   2
Ufermi           85 218  45.00000   2
cfermi           85 218   5.00000   2
Krotconstant     85 218   1.00000   2
Pshift           85 218   0.00000   3
Pshiftadjust     85 218   0.00000   3
deltaW           85 218   0.60000   3
T                85 218   0.39833   3
E0               85 218  -1.27901   3
Exmatch          85 218   2.42597   3
Tadjust          85 218   1.00000   3
E0adjust         85 218   1.00000   3
Exmatchadjust    85 218   1.00000   3
Ntop             85 218   1   3
Nlow             85 218   0   3
s2adjust         85 218   1.00000   3
ctable           85 218   0.00000   3
ptable           85 218   0.00000   3
ctableadjust     85 218   0.00000   3
ptableadjust     85 218   0.00000   3
Ufermi           85 218  45.00000   3
cfermi           85 218   5.00000   3
Krotconstant     85 218   1.00000   3
g                85 218  14.53333
gp               85 218   5.66667
gn               85 218   8.86667
gnadjust         85 218   1.00000
gpadjust         85 218   1.00000
gadjust          85 218   1.00000
Risomer          85 218   1.00000
## parameters: 
##   photon strength function
gamgam           85 218   0.00000
gamgamadjust     85 218   1.00000
etable           85 218   0.00000 E1
ftable           85 218   1.00000 E1
wtable           85 218   1.00000 E1
etableadjust     85 218   0.00000 E1
ftableadjust     85 218   1.00000 E1
wtableadjust     85 218   1.00000 E1
upbendc          85 218 3.50000E-08 M1
upbende          85 218 8.00000E-01 M1
upbendf          85 218 6.00000E+00 M1
upbendcadjust    85 218 1.00000E+00 M1
upbendeadjust    85 218 1.00000E+00 M1
upbendfadjust    85 218 1.00000E+00 M1
sgr              85 218   2.666 M1
egr              85 218   7.337 M1
ggr              85 218   4.000 M1
sgradjust        85 218   1.000 M1
egradjust        85 218   1.000 M1
ggradjust        85 218   1.000 M1
etable           85 218   0.00000 E2
ftable           85 218   1.00000 E2
wtable           85 218   1.00000 E2
etableadjust     85 218   0.00000 E2
ftableadjust     85 218   1.00000 E2
wtableadjust     85 218   1.00000 E2
upbendc          85 218 0.00000E+00 M2
upbende          85 218 0.00000E+00 M2
upbendf          85 218 0.00000E+00 M2
upbendcadjust    85 218 1.00000E+00 M2
upbendeadjust    85 218 1.00000E+00 M2
upbendfadjust    85 218 1.00000E+00 M2
sgr              85 218   0.002 M2
egr              85 218   7.337 M2
ggr              85 218   4.000 M2
sgradjust        85 218   1.000 M2
egradjust        85 218   1.000 M2
ggradjust        85 218   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 218   1.00000
vfiscor          85 218   1.00000
rmiufiscor       85 218   1.00000
betafiscoradjust   85 218   1.00000
vfiscoradjust    85 218   1.00000
rmiufiscoradjust   85 218   1.00000
bdamp            85 218   0.01000  1
bdampadjust      85 218   1.00000  1
class2width      85 218   0.20000  1
Rtransmom        85 218   0.60000  1
Rclass2mom       85 218   1.00000  1
bdamp            85 218   0.01000  2
bdampadjust      85 218   1.00000  2
class2width      85 218   0.20000  2
Rtransmom        85 218   1.00000  2
Rclass2mom       85 218   1.00000  2
bdamp            85 218   0.01000  3
bdampadjust      85 218   1.00000  3
Rtransmom        85 218   1.00000  3
Rclass2mom       85 218   1.00000  3
## residual:
##   Z: 85
##   A: 217
##   nuclide: At217 
## parameters: 
##   level density
a                85 217  12.76825
aadjust          85 217   1.00000
gammald          85 217   0.07882
pair             85 217   0.81461
Pshift           85 217   0.00000   0
Pshiftadjust     85 217   0.00000   0
deltaW           85 217  -0.02301   0
T                85 217   0.41869   0
E0               85 217  -0.43821   0
Exmatch          85 217   3.37075   0
Tadjust          85 217   1.00000   0
E0adjust         85 217   1.00000   0
Exmatchadjust    85 217   1.00000   0
Ntop             85 217  30   0
Nlow             85 217   2   0
s2adjust         85 217   1.00000   0
ctable           85 217   0.00000   0
ptable           85 217   0.00000   0
ctableadjust     85 217   0.00000   0
ptableadjust     85 217   0.00000   0
Ufermi           85 217  30.00000   0
cfermi           85 217   5.00000   0
Krotconstant     85 217   1.00000   0
Pshift           85 217   0.00000   1
Pshiftadjust     85 217   0.00000   1
deltaW           85 217   1.50000   1
T                85 217   0.41869   1
E0               85 217  -0.84041   1
Exmatch          85 217   3.80319   1
Tadjust          85 217   1.00000   1
E0adjust         85 217   1.00000   1
Exmatchadjust    85 217   1.00000   1
Ntop             85 217   1   1
Nlow             85 217   0   1
s2adjust         85 217   1.00000   1
ctable           85 217   0.00000   1
ptable           85 217   0.00000   1
ctableadjust     85 217   0.00000   1
ptableadjust     85 217   0.00000   1
Ufermi           85 217  45.00000   1
cfermi           85 217   5.00000   1
Krotconstant     85 217   1.00000   1
Pshift           85 217   0.00000   2
Pshiftadjust     85 217   0.00000   2
deltaW           85 217   0.60000   2
T                85 217   0.41869   2
E0               85 217  -0.66103   2
Exmatch          85 217   3.55882   2
Tadjust          85 217   1.00000   2
E0adjust         85 217   1.00000   2
Exmatchadjust    85 217   1.00000   2
Ntop             85 217   1   2
Nlow             85 217   0   2
s2adjust         85 217   1.00000   2
ctable           85 217   0.00000   2
ptable           85 217   0.00000   2
ctableadjust     85 217   0.00000   2
ptableadjust     85 217   0.00000   2
Ufermi           85 217  45.00000   2
cfermi           85 217   5.00000   2
Krotconstant     85 217   1.00000   2
Pshift           85 217   0.00000   3
Pshiftadjust     85 217   0.00000   3
deltaW           85 217   0.60000   3
T                85 217   0.41869   3
E0               85 217  -0.68251   3
Exmatch          85 217   3.55882   3
Tadjust          85 217   1.00000   3
E0adjust         85 217   1.00000   3
Exmatchadjust    85 217   1.00000   3
Ntop             85 217   1   3
Nlow             85 217   0   3
s2adjust         85 217   1.00000   3
ctable           85 217   0.00000   3
ptable           85 217   0.00000   3
ctableadjust     85 217   0.00000   3
ptableadjust     85 217   0.00000   3
Ufermi           85 217  45.00000   3
cfermi           85 217   5.00000   3
Krotconstant     85 217   1.00000   3
g                85 217  14.46667
gp               85 217   5.66667
gn               85 217   8.80000
gnadjust         85 217   1.00000
gpadjust         85 217   1.00000
gadjust          85 217   1.00000
Risomer          85 217   1.00000
## parameters: 
##   photon strength function
gamgam           85 217   0.00000
gamgamadjust     85 217   1.00000
etable           85 217   0.00000 E1
ftable           85 217   1.00000 E1
wtable           85 217   1.00000 E1
etableadjust     85 217   0.00000 E1
ftableadjust     85 217   1.00000 E1
wtableadjust     85 217   1.00000 E1
upbendc          85 217 3.50000E-08 M1
upbende          85 217 8.00000E-01 M1
upbendf          85 217 6.00000E+00 M1
upbendcadjust    85 217 1.00000E+00 M1
upbendeadjust    85 217 1.00000E+00 M1
upbendfadjust    85 217 1.00000E+00 M1
sgr              85 217   2.656 M1
egr              85 217   7.343 M1
ggr              85 217   4.000 M1
sgradjust        85 217   1.000 M1
egradjust        85 217   1.000 M1
ggradjust        85 217   1.000 M1
etable           85 217   0.00000 E2
ftable           85 217   1.00000 E2
wtable           85 217   1.00000 E2
etableadjust     85 217   0.00000 E2
ftableadjust     85 217   1.00000 E2
wtableadjust     85 217   1.00000 E2
upbendc          85 217 0.00000E+00 M2
upbende          85 217 0.00000E+00 M2
upbendf          85 217 0.00000E+00 M2
upbendcadjust    85 217 1.00000E+00 M2
upbendeadjust    85 217 1.00000E+00 M2
upbendfadjust    85 217 1.00000E+00 M2
sgr              85 217   0.002 M2
egr              85 217   7.343 M2
ggr              85 217   4.000 M2
sgradjust        85 217   1.000 M2
egradjust        85 217   1.000 M2
ggradjust        85 217   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 217   1.00000
vfiscor          85 217   1.00000
rmiufiscor       85 217   1.00000
betafiscoradjust   85 217   1.00000
vfiscoradjust    85 217   1.00000
rmiufiscoradjust   85 217   1.00000
bdamp            85 217   0.01000  1
bdampadjust      85 217   1.00000  1
class2width      85 217   0.20000  1
Rtransmom        85 217   0.60000  1
Rclass2mom       85 217   1.00000  1
bdamp            85 217   0.01000  2
bdampadjust      85 217   1.00000  2
class2width      85 217   0.20000  2
Rtransmom        85 217   1.00000  2
Rclass2mom       85 217   1.00000  2
bdamp            85 217   0.01000  3
bdampadjust      85 217   1.00000  3
Rtransmom        85 217   1.00000  3
Rclass2mom       85 217   1.00000  3
## residual:
##   Z: 85
##   A: 216
##   nuclide: At216 
## parameters: 
##   level density
a                85 216  12.00418
aadjust          85 216   1.00000
gammald          85 216   0.07894
pair             85 216   0.00000
Pshift           85 216   0.00000   0
Pshiftadjust     85 216   0.00000   0
deltaW           85 216  -0.87243   0
T                85 216   0.44282   0
E0               85 216  -1.30386   0
Exmatch          85 216   2.65967   0
Tadjust          85 216   1.00000   0
E0adjust         85 216   1.00000   0
Exmatchadjust    85 216   1.00000   0
Ntop             85 216  30   0
Nlow             85 216   2   0
s2adjust         85 216   1.00000   0
ctable           85 216   0.00000   0
ptable           85 216   0.00000   0
ctableadjust     85 216   0.00000   0
ptableadjust     85 216   0.00000   0
Ufermi           85 216  30.00000   0
cfermi           85 216   5.00000   0
Krotconstant     85 216   1.00000   0
Pshift           85 216   0.00000   1
Pshiftadjust     85 216   0.00000   1
deltaW           85 216   1.50000   1
T                85 216   0.44282   1
E0               85 216  -1.95802   1
Exmatch          85 216   3.37575   1
Tadjust          85 216   1.00000   1
E0adjust         85 216   1.00000   1
Exmatchadjust    85 216   1.00000   1
Ntop             85 216   1   1
Nlow             85 216   0   1
s2adjust         85 216   1.00000   1
ctable           85 216   0.00000   1
ptable           85 216   0.00000   1
ctableadjust     85 216   0.00000   1
ptableadjust     85 216   0.00000   1
Ufermi           85 216  45.00000   1
cfermi           85 216   5.00000   1
Krotconstant     85 216   1.00000   1
Pshift           85 216   0.00000   2
Pshiftadjust     85 216   0.00000   2
deltaW           85 216   0.60000   2
T                85 216   0.44282   2
E0               85 216  -1.75524   2
Exmatch          85 216   3.13088   2
Tadjust          85 216   1.00000   2
E0adjust         85 216   1.00000   2
Exmatchadjust    85 216   1.00000   2
Ntop             85 216   1   2
Nlow             85 216   0   2
s2adjust         85 216   1.00000   2
ctable           85 216   0.00000   2
ptable           85 216   0.00000   2
ctableadjust     85 216   0.00000   2
ptableadjust     85 216   0.00000   2
Ufermi           85 216  45.00000   2
cfermi           85 216   5.00000   2
Krotconstant     85 216   1.00000   2
Pshift           85 216   0.00000   3
Pshiftadjust     85 216   0.00000   3
deltaW           85 216   0.60000   3
T                85 216   0.44282   3
E0               85 216  -1.77796   3
Exmatch          85 216   3.13084   3
Tadjust          85 216   1.00000   3
E0adjust         85 216   1.00000   3
Exmatchadjust    85 216   1.00000   3
Ntop             85 216   1   3
Nlow             85 216   0   3
s2adjust         85 216   1.00000   3
ctable           85 216   0.00000   3
ptable           85 216   0.00000   3
ctableadjust     85 216   0.00000   3
ptableadjust     85 216   0.00000   3
Ufermi           85 216  45.00000   3
cfermi           85 216   5.00000   3
Krotconstant     85 216   1.00000   3
g                85 216  14.40000
gp               85 216   5.66667
gn               85 216   8.73333
